country_code,year,PIB,country_name,continent_name,pop_active,pop_total,earth_footprint,IHD,pib_per_capta,measure,energy_value,earth_footprint_continent_mean_on_year,pop_active_continent_mean_on_year,pop_total_continent_mean_on_year,IHD_continent_mean_on_year,pib_per_capta_continent_mean_on_year,energy_value_continent_mean_on_year
MOZ,1998,4873242526.06404,Mozambique,Africa,7886887,16813949,0.45680136846868524,0.279,289.83331197591,PC_PRYENRGSUPPLY,101.56,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
MRT,1998,1375115534.0733,Mauritania,Africa,711983,2496216,1.304997932501196,0.435,550.8800256361228,NA,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
MUS,1998,4169664285.38681,Mauritius,Africa,505490,1160421,1.4046853146286298,0.662,3593.2340808954764,NA,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
MWI,1998,1750584265.28754,Malawi,Africa,4423987,10552338,0.3902667951305049,0.404,165.8953935409897,NA,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
MYS,1998,72167753770.8928,Malaysia,Asia,8976800,22114654,1.6630385726488517,0.71,3263.345371394588,PC_PRYENRGSUPPLY,5.41,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
NAM,1998,3826527630.55551,Namibia,Africa,549199,1731639,1.1948086315882989,0.569,2209.772146824777,PC_PRYENRGSUPPLY,27.83,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
NER,1998,2076737356.67897,Niger,Africa,4326843,10545716,0.9010034877564929,0.246,196.92710828539003,PC_PRYENRGSUPPLY,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
NIC,1998,4635267224.84195,Nicaragua,North America,1748463,4910647,0.9354409379831641,0.552,943.9218955958248,PC_PRYENRGSUPPLY,56.12,NA,13885063.625,29290122.625,0.6625,6229.789068380468,NA
NLD,1998,438008220395.468,Netherlands,Europe,7810630,15707209,3.270309809273172,0.867,27885.808382346477,PC_PRYENRGSUPPLY,1.58,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
NOR,1998,154165219811.533,Norway,Europe,2374899,4431464,3.8183954962865783,0.906,34788.77856426973,PC_PRYENRGSUPPLY,44.35,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
NPL,1998,4856255044.39064,Nepal,Asia,11644257,23057883,0.43079555827615823,0.432,210.6114878105089,PC_PRYENRGSUPPLY,89.87,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
NZL,1998,56227169851.0448,New Zealand,Oceania,1894176,3815000,3.1262016216875983,0.863,14738.445570391821,PC_PRYENRGSUPPLY,30.12,1.9174905058320253,NA,4176280.1428571427,0.6882857142857143,NA,NA
PAK,1998,62191955814.3478,Pakistan,Asia,38955884,134843233,0.43879499767551167,0.441,461.2167361364571,PC_PRYENRGSUPPLY,42,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
PAN,1998,11575486400,Panama,North America,1227093,2912316,1.2503711334207808,0.708,3974.667034758591,PC_PRYENRGSUPPLY,25,NA,13885063.625,29290122.625,0.6625,6229.789068380468,NA
PER,1998,55501467877.381,Peru,South America,11282618,25658062,1.0005968062123547,0.665,2163.120031332881,PC_PRYENRGSUPPLY,30.23,1.5620087106631215,13426560.181818182,30689568.818181816,0.6697272727272727,3754.1832739131555,NA
PHL,1998,72207028767.7598,Philippines,Asia,28529584,74672014,0.6467619427716913,0.615,966.989169031383,PC_PRYENRGSUPPLY,44.08,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
PNG,1998,3789443014.61662,Papua New Guinea,Oceania,2385954,5581762,0.7220028643845954,0.441,678.8972755586175,NA,NA,1.9174905058320253,NA,4176280.1428571427,0.6882857142857143,NA,NA
POL,1998,174388559590.263,Poland,Europe,17230691,38663481,2.3872186741132144,0.769,4510.420559138558,PC_PRYENRGSUPPLY,4.12,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
PRT,1998,123981736420.303,Portugal,Europe,5125869,10160196,2.3451931448256764,0.78,12202.6914067704,PC_PRYENRGSUPPLY,16.4,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
PRY,1998,9260481572.42462,Paraguay,South America,2151592,5107839,2.2333054976998175,0.622,1812.9940220168685,PC_PRYENRGSUPPLY,159.23,1.5620087106631215,13426560.181818182,30689568.818181816,0.6697272727272727,3754.1832739131555,NA
QAT,1998,10255495027.4725,Qatar,Asia,316272,551562,5.640194804228595,0.804,18593.548916481737,PC_PRYENRGSUPPLY,0,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
ROU,1998,41694118972.5101,Romania,Europe,11799706,22507344,1.5121560064706958,0.698,1852.4673090041233,PC_PRYENRGSUPPLY,11.32,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
RUS,1998,270955486862.442,Russian Federation,Europe,69027685,147670692,2.2948107545600775,0.703,1834.8629859636737,PC_PRYENRGSUPPLY,2.96,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
RUS,1998,270955486862.442,Russian Federation,Asia,69027685,147670692,2.2948107545600775,0.703,1834.8629859636737,PC_PRYENRGSUPPLY,2.96,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
RWA,1998,1989343495.21844,Rwanda,Africa,3418025,6962802,0.4381200814061568,0.302,285.71019184782796,NA,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
SAU,1998,146775498080,Saudi Arabia,Asia,5885112,19783304,1.3373792769110633,0.736,7419.160018973575,PC_PRYENRGSUPPLY,0,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
SDN,1998,11250327988.0478,Sudan,Africa,7439899,26015521,NA,0.39,432.4467685289793,PC_PRYENRGSUPPLY,85.46,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
SEN,1998,6368265193.69887,Senegal,Africa,2634917,9347774,0.6501948238305341,0.373,681.2600725797254,PC_PRYENRGSUPPLY,51.55,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
SGP,1998,85728310229.4455,Singapore,Asia,2044432,3927213,3.091024153272063,0.798,21829.29986976655,PC_PRYENRGSUPPLY,0.51,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
SLE,1998,672375927.347148,Sierra Leone,Africa,1572478,4381483,0.5727149143853306,0.272,153.45852702090775,NA,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
SLV,1998,10936669900,El Salvador,North America,2270204,5797765,0.8000051617812962,0.604,1886.359640309671,PC_PRYENRGSUPPLY,50.69,NA,13885063.625,29290122.625,0.6625,6229.789068380468,NA
SRB,1998,18284194680.3844,Serbia,Europe,3366172,7567745,NA,0.708,2416.0690774311765,PC_PRYENRGSUPPLY,10.58,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
STP,1998,NA,Sao Tome and Principe,Africa,42075,137848,0.7068207910754996,0.481,NA,NA,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
SVK,1998,29828899205.7277,Slovakia,Europe,2525215,5390516,2.175366354430323,0.763,5533.58884487639,PC_PRYENRGSUPPLY,2.5,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
SVN,1998,22125435372.187,Slovenia,Europe,979178,1981629,2.3806395884162996,0.805,11165.276331839614,PC_PRYENRGSUPPLY,8.68,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
SWE,1998,267224241814.362,Sweden,Europe,4517995,8850974,3.295675870242527,0.888,30191.506812059553,PC_PRYENRGSUPPLY,27.42,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
SYR,1998,15200846138.4615,Syrian Arab Republic,Asia,4521999,15599591,0.9624500465413278,0.59,974.4387617894276,PC_PRYENRGSUPPLY,1.53,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
TGO,1998,1587345950.9743,Togo,Africa,2087091,4632446,0.5658554755919785,0.423,342.65827404664833,PC_PRYENRGSUPPLY,83.96,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
THA,1998,113675706127.265,Thailand,Asia,34203193,61585103,0.9748712324669793,0.63,1845.8312252439523,PC_PRYENRGSUPPLY,21.24,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
TJK,1998,1320242080.86531,Tajikistan,Asia,1441160,6027388,0.4505383729952224,0.541,219.04049994214907,PC_PRYENRGSUPPLY,54.06,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
TON,1998,188686997.319035,Tonga,Oceania,35123,97032,1.2158702856657393,0.674,1944.5852638205436,NA,NA,1.9174905058320253,NA,4176280.1428571427,0.6882857142857143,NA,NA
TTO,1998,6043694330.21609,Trinidad and Tobago,North America,559591,1261695,1.862902346849897,0.704,4790.138924396221,PC_PRYENRGSUPPLY,0.57,NA,13885063.625,29290122.625,0.6625,6229.789068380468,NA
TUN,1998,21803372266.6198,Tunisia,Africa,3134649,9509857,0.9372926075186783,0.634,2292.712946852913,PC_PRYENRGSUPPLY,12.7,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
TUR,1998,275768693191.091,Turkey,Europe,21764624,61329676,1.5157181160863273,0.635,4496.4968213934635,PC_PRYENRGSUPPLY,16,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
TUR,1998,275768693191.091,Turkey,Asia,21764624,61329676,1.5157181160863273,0.635,4496.4968213934635,PC_PRYENRGSUPPLY,16,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
TZA,1998,12270448700.1994,Tanzania (United Republic of),Africa,15277173,31924196,NA,0.381,384.3620274790757,PC_PRYENRGSUPPLY,93.38,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
UGA,1998,6584815846.52754,Uganda,Africa,7869518,22290780,0.8280229599735174,0.368,295.4053580237004,NA,NA,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
UKR,1998,41883241471.7365,Ukraine,Europe,23452799,50143939,1.6116554231827935,0.665,835.2602987917743,PC_PRYENRGSUPPLY,1.19,NA,9011062.951219512,19708971.14634146,0.7691707317073171,14182.490549202232,11.335853658536585
URY,1998,25385928198.3212,Uruguay,South America,1543574,3291053,2.321687059820917,0.735,7713.618771354093,PC_PRYENRGSUPPLY,41.63,1.5620087106631215,13426560.181818182,30689568.818181816,0.6697272727272727,3754.1832739131555,NA
USA,1998,9062818211000,United States of America,North America,142833616,275854000,5.505725987381146,0.884,32853.67698492681,PC_PRYENRGSUPPLY,4.88,NA,13885063.625,29290122.625,0.6625,6229.789068380468,NA
VEN,1998,91331203433.1629,"Venezuela, Bolivarian Republic of",South America,9774784,23288564,1.5603528614742248,0.667,3921.7189790303473,PC_PRYENRGSUPPLY,10.78,1.5620087106631215,13426560.181818182,30689568.818181816,0.6697272727272727,3754.1832739131555,NA
VNM,1998,27209602050.0452,Viet Nam,Asia,39895677,78115710,0.48852433794935207,0.559,348.3243261828536,PC_PRYENRGSUPPLY,55.33,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
WSM,1998,269481523.200465,Samoa,Oceania,35482,172839,1.4135490117499756,0.636,1559.1476645922796,NA,NA,1.9174905058320253,NA,4176280.1428571427,0.6882857142857143,NA,NA
YEM,1998,6325141675.86989,Yemen,Asia,3847295,16450310,0.43747016592949545,0.431,384.49984686427734,PC_PRYENRGSUPPLY,1.95,NA,43056277.820512824,93490637.76923077,0.634,NA,NA
ZAF,1998,137774361015.14,South Africa,Africa,15747998,43682260,1.7034988922047714,0.639,3154.011743328757,PC_PRYENRGSUPPLY,11.27,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
ZMB,1998,3537683046.02331,Zambia,Africa,4182102,9866476,0.48725326823184667,0.42,358.555886217461,PC_PRYENRGSUPPLY,90.8,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
ZWE,1998,6401968200,Zimbabwe,Africa,5376781,11747072,0.7413145398959855,0.453,544.9841628620306,PC_PRYENRGSUPPLY,55.96,NA,5231050.75,14252436.194444444,0.43677777777777776,NA,NA
AGO,1999,6152922942.98032,Angola,Africa,6494291,15866869,0.3537153717627946,0.374,387.7843160475025,PC_PRYENRGSUPPLY,75.29,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
ALB,1999,3212119044.17089,Albania,Europe,1354864,3108778,0.7795443935571186,0.662,1033.2416930931993,PC_PRYENRGSUPPLY,40.04,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
ARE,1999,84445473110.9598,United Arab Emirates,Asia,1648831,2966034,7.019219905461908,0.791,28470.83786327459,PC_PRYENRGSUPPLY,0.05,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
ARG,1999,283523000000,Argentina,South America,16209281,36467218,1.6788871152157114,0.764,7774.736202800005,PC_PRYENRGSUPPLY,7.92,1.542619946833021,13791419.454545455,31158137.636363637,0.6742727272727272,3356.8955492619134,NA
ARM,1999,1845482181.44801,Armenia,Europe,1286416,3089022,0.6057024826788822,0.642,597.4325147078946,PC_PRYENRGSUPPLY,6.34,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
ARM,1999,1845482181.44801,Armenia,Asia,1286416,3089022,0.6057024826788822,0.642,597.4325147078946,PC_PRYENRGSUPPLY,6.34,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
ASM,1999,NA,Samoa,Oceania,NA,57053,1.3311031205148516,0.642,NA,NA,NA,NA,NA,3751661.75,0.663625,NA,NA
AUS,1999,388608221581.652,Australia,Oceania,9414985,18926000,4.267988748832949,0.895,20533.035061907005,PC_PRYENRGSUPPLY,5.9,NA,NA,3751661.75,0.663625,NA,NA
AUT,1999,217185787342.851,Austria,Europe,3888031,7992324,2.9916444357320744,0.834,27174.297155977536,PC_PRYENRGSUPPLY,23.15,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
AZE,1999,4581246713.32066,Azerbaijan,Europe,3439577,7982750,0.9053352262562591,0.633,573.8932965858456,PC_PRYENRGSUPPLY,1.36,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
AZE,1999,4581246713.32066,Azerbaijan,Asia,3439577,7982750,0.9053352262562591,0.633,573.8932965858456,PC_PRYENRGSUPPLY,1.36,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
BDI,1999,808077223.365746,Burundi,Africa,2631858,6267124,0.43172690849286083,0.3,128.9390832805839,NA,NA,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
BEL,1999,260202429149.798,Belgium,Europe,4367000,10226419,3.9707127635467954,0.868,25444.139258307136,PC_PRYENRGSUPPLY,1.06,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
BEN,1999,2689787917.50711,Benin,Africa,2639937,6664098,0.6096269236399177,0.391,403.6237038391557,PC_PRYENRGSUPPLY,77.77,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
BGD,1999,51270569883.5275,Bangladesh,Asia,44623760,125189651,0.30102255377949444,0.46,409.5431968536081,PC_PRYENRGSUPPLY,42.72,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
BGR,1999,13531969309.4629,Bulgaria,Europe,3513877,8210624,1.6720172345832973,0.708,1648.104858956262,PC_PRYENRGSUPPLY,3.59,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
BHR,1999,6621010372.34043,Bahrain,Asia,291226,636541,5.227567168684267,0.786,10401.545811409525,PC_PRYENRGSUPPLY,0,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
BLR,1999,12138486532.0203,Belarus,Europe,4757910,10026738,1.9617976500667937,0.676,1210.6117195862005,PC_PRYENRGSUPPLY,2.87,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
BLZ,1999,732732350,Belize,North America,85315,238988,NA,0.67,3065.979672619546,NA,NA,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
BOL,1999,8285075872.27307,Bolivia,South America,3599869,8257066,1.3109444724356514,0.6,1003.3922306389546,PC_PRYENRGSUPPLY,21.84,1.542619946833021,13791419.454545455,31158137.636363637,0.6742727272727272,3356.8955492619134,NA
BRA,1999,599388579985.673,Brazil,South America,76565679,172318675,1.5932593703150362,0.676,3478.3727299764405,PC_PRYENRGSUPPLY,40.28,1.542619946833021,13791419.454545455,31158137.636363637,0.6742727272727272,3356.8955492619134,NA
BRB,1999,3012081738.17929,Barbados,North America,145770,270451,2.138517011741765,0.743,11137.254948879057,NA,NA,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
BRN,1999,4600000000,Brunei Darussalam,Asia,151348,326210,3.063347881245095,0.818,14101.345758866988,PC_PRYENRGSUPPLY,0,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
BWA,1999,5484257417.17845,Botswana,Africa,585103,1610264,1.4511803750103558,0.566,3405.8125979208685,PC_PRYENRGSUPPLY,31.45,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
CAF,1999,999477510.686632,Central African Republic,Africa,1463172,3558014,0.7567158021828656,0.308,280.9088189890855,NA,NA,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
CAN,1999,676084000807.7,Canada,North America,15934997,30401286,4.779658997258033,0.864,22238.66453569431,PC_PRYENRGSUPPLY,17.56,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
CHE,1999,289912492344.561,Switzerland,Europe,3998035,7143991,2.921396671143532,0.881,40581.307051557174,PC_PRYENRGSUPPLY,18.61,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
CHL,1999,75173794497.0321,Chile,South America,6275428,15162800,1.8803885440104051,0.753,4957.777883836237,PC_PRYENRGSUPPLY,22.8,1.542619946833021,13791419.454545455,31158137.636363637,0.6742727272727272,3356.8955492619134,NA
CHN,1999,1093997267271.06,China,Asia,724569908,1252735000,0.9997805739170262,0.585,873.287061725792,PC_PRYENRGSUPPLY,20.31,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
CIV,1999,12376639822.9265,Cote d'Ivoire,Africa,5943002,16032573,NA,0.392,771.9684060023616,PC_PRYENRGSUPPLY,60.69,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
CMR,1999,11198378749.4719,Cameroon,Africa,6780538,15112592,0.5141048480163728,0.426,740.9965642870462,PC_PRYENRGSUPPLY,85.35,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
COD,1999,4711259427.27273,Congo,Africa,17895550,45919613,0.4336168017152023,0.496,102.59797762826813,PC_PRYENRGSUPPLY,97.24,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
COL,1999,86186158684.7685,Colombia,South America,17813941,38999471,1.0156362675612034,0.649,2209.9314804749147,PC_PRYENRGSUPPLY,26.47,1.542619946833021,13791419.454545455,31158137.636363637,0.6742727272727272,3356.8955492619134,NA
CRI,1999,14195623342.7641,Costa Rica,North America,1607890,3885430,1.4027347877302196,0.707,3653.5527194581036,PC_PRYENRGSUPPLY,39.41,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
CUB,1999,28364615241.6894,Cuba,North America,4522338,11084670,0.9018492323214986,0.679,2558.9047974986534,PC_PRYENRGSUPPLY,29.52,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
CYP,1999,10497907227.616,Cyprus,Europe,432227,926046,2.6568381235556826,0.799,11336.269718368201,PC_PRYENRGSUPPLY,2.31,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
CYP,1999,10497907227.616,Cyprus,Asia,432227,926046,2.6568381235556826,0.799,11336.269718368201,PC_PRYENRGSUPPLY,2.31,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
CZE,1999,64867483193.1315,Czech Republic,Europe,5184073,10283860,2.9353437734913275,0.785,6307.69800377791,PC_PRYENRGSUPPLY,3.67,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
DEU,1999,2199957383336.88,Germany,Europe,40297288,82100243,2.852441891979209,0.855,26795.9911316813,PC_PRYENRGSUPPLY,2.38,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
DJI,1999,536080148.097299,Djibouti,Africa,255961,699975,0.8039480644575084,0.362,765.8561350009628,NA,NA,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
DNK,1999,177965188354.692,Denmark,Europe,2878840,5321799,4.533169371784057,0.861,33440.7948054205,PC_PRYENRGSUPPLY,8.49,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
DOM,1999,22137599986.1056,Dominican Republic,North America,3050351,8343283,0.8674927134553273,0.651,2653.3440117164428,PC_PRYENRGSUPPLY,13.89,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
DZA,1999,48640574566.6476,Algeria,Africa,8668123,30623406,0.7850172046365154,0.636,1588.3463311248788,PC_PRYENRGSUPPLY,0.27,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
ECU,1999,19645272636.3182,Ecuador,South America,5458434,12442115,0.941730512544483,0.668,1578.933536325472,PC_PRYENRGSUPPLY,16.82,1.542619946833021,13791419.454545455,31158137.636363637,0.6742727272727272,3356.8955492619134,NA
EGY,1999,90710704806.8416,Egypt,Africa,19563733,67515591,0.8766452740444194,0.605,1343.5519627879967,PC_PRYENRGSUPPLY,5.98,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
ESP,1999,633194118900.49,Spain,Europe,17751597,40386875,2.8645498732910797,0.819,15678.215234540678,PC_PRYENRGSUPPLY,5.19,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
EST,1999,5726897998.29642,Estonia,Europe,673734,1390244,3.1242272984886736,0.769,4119.347393908134,PC_PRYENRGSUPPLY,10.8,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
FIN,1999,135225868314.511,Finland,Europe,2566222,5165474,3.0721006874123966,0.848,26178.791784550845,PC_PRYENRGSUPPLY,22.35,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
FJI,1999,1942170999.18765,Fiji,Oceania,301366,806303,1.229607352260005,0.681,2408.73592084818,NA,NA,NA,NA,3751661.75,0.663625,NA,NA
FRA,1999,1492647560196.04,France,Europe,27218527,60496718,2.8597621741356245,0.845,24673.198969174493,PC_PRYENRGSUPPLY,6.62,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
GAB,1999,4662992036.2073,Gabon,Africa,320989,1199052,0.6869053839367125,0.636,3888.89892699174,PC_PRYENRGSUPPLY,66.45,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
GBR,1999,1668270506390.55,United Kingdom,Europe,29051272,58682466,2.8947111999801387,0.861,28428.773023794707,PC_PRYENRGSUPPLY,0.96,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
GHA,1999,7719354838.70968,Ghana,Africa,8054118,18812359,0.8791025874334164,0.48,410.33422967899344,PC_PRYENRGSUPPLY,73.44,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
GIN,1999,3461282293.64624,Guinea,Africa,2820980,8054743,0.702591361151445,0.322,429.71976804799857,NA,NA,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
GMB,1999,814723460.08372,Gambia,Africa,389428,1277133,0.6618474720654771,0.378,637.9315702309157,NA,NA,NA,5298231.605263158,14297066.078947369,0.4363157894736842,NA,NA
GRC,1999,142540728958.023,Greece,Europe,4862414,10761698,2.7535523594870606,0.789,13245.189463412094,PC_PRYENRGSUPPLY,5.52,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
GTM,1999,18318412251.3642,Guatemala,North America,3966138,11387203,0.858108688716918,0.539,1608.6840861065004,PC_PRYENRGSUPPLY,60.01,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
GUY,1999,694754988.258295,Guyana,South America,278359,749674,1.378398012036155,0.6,926.742808551844,NA,NA,1.542619946833021,13791419.454545455,31158137.636363637,0.6742727272727272,3356.8955492619134,NA
HND,1999,6414520529.61673,Honduras,North America,2438377,6397151,0.939764887731756,0.549,1002.7151976898357,PC_PRYENRGSUPPLY,50.51,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
HRV,1999,23386945596.6928,Croatia,Europe,2007456,4512597,1.6985435964901592,0.739,5182.5912211289415,PC_PRYENRGSUPPLY,20.12,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
HTI,1999,4153736347.44223,Haiti,North America,3146856,8319057,0.325320720681032,0.439,499.3037489035392,PC_PRYENRGSUPPLY,77.97,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
HUN,1999,49170434390.9949,Hungary,Europe,4139219,10237530,1.9206387280386814,0.761,4802.958759680792,PC_PRYENRGSUPPLY,3.31,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
IDN,1999,140001351215.462,Indonesia,Asia,97235541,208615169,0.7184900242418009,0.598,671.0986161100394,PC_PRYENRGSUPPLY,37.79,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
IND,1999,458820428317.587,India,Asia,388214321,1038058156,0.4675961511059042,0.488,441.99877017062516,PC_PRYENRGSUPPLY,35.71,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
IRL,1999,98692079266.9934,Ireland,Europe,1807917,3754786,3.6073322573213806,0.849,26284.341975013594,PC_PRYENRGSUPPLY,1.67,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
IRN,1999,113848450088.351,"Iran, Islamic Republic of",Asia,18240325,64800880,1.2674450329209508,0.664,1756.8966669642602,PC_PRYENRGSUPPLY,0.48,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
IRQ,1999,NA,Iraq,Asia,5493432,22802064,0.566008741738157,0.603,NA,PC_PRYENRGSUPPLY,0.37,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
ISL,1999,8971609106.48051,Iceland,Europe,164020,277381,NA,0.853,32343.992942849403,PC_PRYENRGSUPPLY,75.51,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
ISR,1999,117011468004.928,Israel,Asia,2669329,6125000,2.8120069864535493,0.85,19103.913143661714,PC_PRYENRGSUPPLY,3.28,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
ITA,1999,1248563179203.07,Italy,Europe,23303539,56916317,2.923459444851439,0.824,21936.823129350938,PC_PRYENRGSUPPLY,5.81,NA,9156238.902439024,19728768.268292684,0.7746341463414634,14349.889646200758,11.359512195121951
JAM,1999,8851581632.65306,Jamaica,North America,1190196,2632675,0.9592974248824458,0.664,3362.200663831677,PC_PRYENRGSUPPLY,13.35,NA,14083413.25,29659752.5625,0.667375,6551.5389757456815,NA
JOR,1999,8149106064.88011,Jordan,Asia,1275108,5031762,0.9603439761145803,0.697,1619.5332897064905,PC_PRYENRGSUPPLY,1.47,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
JPN,1999,4562078822335.45,Japan,Asia,67828257,126631000,2.7749065175049195,0.85,36026.556075016786,PC_PRYENRGSUPPLY,3.1,NA,43833603.94871795,94733459.38461539,0.6401282051282051,NA,NA
