country_code,year,PIB,country_name,continent_name,pop_active,pop_total,earth_footprint,IHD,pib_per_capta,measure,energy_value,earth_footprint_continent_mean_on_year,pop_active_continent_mean_on_year,pop_total_continent_mean_on_year,IHD_continent_mean_on_year,pib_per_capta_continent_mean_on_year,energy_value_continent_mean_on_year
KGZ,2013,7335027591.91628,Kyrgyzstan,Asia,2476904,5719600,1.0890341101189154,0.658,1282.4371620246661,PC_PRYENRGSUPPLY,28.61,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
KHM,2013,15227991395.2201,Cambodia,Asia,8450213,15026332,0.7775980864314479,0.56,1013.4204006154064,PC_PRYENRGSUPPLY,68.36,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
KIR,2013,185113921.606488,Kiribati,Oceania,NA,107890,NA,0.609,1715.765331416146,NA,NA,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
KNA,2013,849496203.911111,Saint Kitts and Nevis,North America,NA,50331,NA,0.763,16878.19045739427,NA,NA,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
KOR,2013,1305604981271.91,"Korea, Republic of",Asia,26383615,50428893,3.4769057418934297,0.893,25890.01866989049,PC_PRYENRGSUPPLY,1.01,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
KWT,2013,174161142454.161,Kuwait,Asia,2029964,3526378,5.042096686187625,0.795,49388.10940124995,PC_PRYENRGSUPPLY,0,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
LAO,2013,11942230508.334,Lao People's Democratic Republic,Asia,3342488,6541304,0.9607677517657159,0.579,1825.6651133067658,NA,NA,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
LBN,2013,46866579767.8275,Lebanon,Asia,2011408,5914621,2.0608099221219285,0.751,7923.851717265992,PC_PRYENRGSUPPLY,3.62,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
LBR,2013,3067000000,Liberia,Africa,1369720,4248334,0.724335668237424,0.429,721.9300554052483,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
LCA,2013,1481132148.14815,Saint Lucia,North America,93720,177513,1.351751128375724,0.733,8343.795373567851,NA,NA,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
LIE,2013,6391735893.83968,Liechtenstein,Europe,NA,36934,NA,0.912,173058.31737260194,NA,NA,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
LKA,2013,74317806538.3632,Sri Lanka,Asia,8491768,20585000,0.8068011579560824,0.759,3610.2893630489775,PC_PRYENRGSUPPLY,54.13,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
LSO,2013,2526009062.56797,Lesotho,Africa,884327,2028519,0.8450784019508074,0.505,1245.247918588867,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
LTU,2013,46417340374.5203,Lithuania,Europe,1473135,2957689,2.9721555345567725,0.836,15693.786728259902,PC_PRYENRGSUPPLY,17.4,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
LUX,2013,61739352212.3049,Luxembourg,Europe,263192,543360,8.07544263095297,0.892,113625.13289955996,PC_PRYENRGSUPPLY,3.96,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
LVA,2013,30254677296.9181,Latvia,Europe,1022502,2012647,3.2491861957997314,0.833,15032.282013148902,PC_PRYENRGSUPPLY,37.13,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
MAR,2013,106825649872.108,Morocco,Africa,11849699,33715693,1.0395757151043676,0.645,3168.4251565616046,PC_PRYENRGSUPPLY,9.27,NA,NA,NA,0.527530612244898,NA,NA
MDA,2013,9496684701.43325,Moldova (Republic of),Europe,1240558,3558566,NA,0.693,2668.683031713688,PC_PRYENRGSUPPLY,9.59,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
MDG,2013,10601690871.7611,Madagascar,Africa,11611874,22961253,0.5758266127575331,0.509,461.7209205334352,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
MDV,2013,3295011381.75405,Maldives,Asia,212733,415593,NA,0.696,7928.457365148233,NA,NA,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
MEX,2013,1274443084716.57,Mexico,North America,52652690,118827161,1.5876026073414842,0.756,10725.183316603601,PC_PRYENRGSUPPLY,7.81,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
MLI,2013,13246412031.4145,Mali,Africa,6103485,16449864,0.9008413064736617,0.408,805.2596684941893,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
MLT,2013,10151192765.7466,Malta,Europe,192467,425967,2.988418268818159,0.856,23830.937057909647,PC_PRYENRGSUPPLY,1.62,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
MMR,2013,60269734044.526,Myanmar,Asia,24526744,51852451,0.8823352519062688,0.558,1162.3314401189252,PC_PRYENRGSUPPLY,69.96,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
MNE,2013,4464261816.25066,Montenegro,Europe,252028,621207,2.023611003994898,0.803,7186.431924061802,PC_PRYENRGSUPPLY,39.15,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
MNG,2013,12582122604.1921,Mongolia,Asia,1243123,2881792,4.18646809056674,0.729,4366.075901450244,PC_PRYENRGSUPPLY,3.65,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
MOZ,2013,16018848993.9909,Mozambique,Africa,11170781,25560725,0.5187665778532848,0.423,626.6977557949119,PC_PRYENRGSUPPLY,91.48,NA,NA,NA,0.527530612244898,NA,NA
MRT,2013,5639818811.90095,Mauritania,Africa,1035928,3817494,1.4375257756264477,0.508,1477.3615392456284,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
MUS,2013,12129642296.4425,Mauritius,Africa,588505,1258653,2.006047471043706,0.772,9637.002650009574,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
MWI,2013,5518880768.57955,Malawi,Africa,6660240,15839269,0.5040885380491827,0.461,348.4302696405718,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
MYS,2013,323277158906.979,Malaysia,Asia,13887410,29468872,2.472879218384789,0.785,10970.123284901403,PC_PRYENRGSUPPLY,3.23,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
NAM,2013,12717790504.5002,Namibia,Africa,859453,2233510,1.2834943394841558,0.628,5694.082634284243,PC_PRYENRGSUPPLY,19.27,NA,NA,NA,0.527530612244898,NA,NA
NER,2013,7667952566.39139,Niger,Africa,7272068,18504255,0.9527093087017422,0.34,414.38861312662357,PC_PRYENRGSUPPLY,71.47,NA,NA,NA,0.527530612244898,NA,NA
NGA,2013,514966287334.277,Nigeria,Africa,52794893,171765769,0.7075119909258488,0.519,2998.0728426411724,PC_PRYENRGSUPPLY,81.37,NA,NA,NA,0.527530612244898,NA,NA
NIC,2013,10982972256.3787,Nicaragua,North America,2705098,6062454,0.8842684927287482,0.639,1811.6380357490052,PC_PRYENRGSUPPLY,60.25,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
NLD,2013,876923518850.405,Netherlands,Europe,8987420,16804432,3.6187891321063637,0.923,52184.061850493075,PC_PRYENRGSUPPLY,4.45,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
NOR,2013,523502127659.574,Norway,Europe,2697615,5079623,3.6986493125295685,0.946,103059.24822758972,PC_PRYENRGSUPPLY,38.66,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
NPL,2013,19271168018.482,Nepal,Asia,14637052,26917906,0.579009069647529,0.554,715.92374304606,PC_PRYENRGSUPPLY,85.31,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
NZL,2013,190784384693.441,New Zealand,Oceania,2393487,4442100,3.035097751031844,0.907,42949.14222854979,PC_PRYENRGSUPPLY,38.98,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
OMN,2013,78784395318.5956,Oman,Asia,1946599,3764805,3.5615109893017394,0.812,20926.554049571118,PC_PRYENRGSUPPLY,0,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
PAK,2013,231218567178.979,Pakistan,Asia,63410585,191262919,0.47616515612190224,0.538,1208.9043102964406,PC_PRYENRGSUPPLY,38.57,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
PAN,2013,45600000000,Panama,North America,1787775,3835437,1.4753424641995618,0.776,11889.127627438542,PC_PRYENRGSUPPLY,20.09,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
PER,2013,201175469114.327,Peru,South America,16533447,29773987,1.3870981988555737,0.736,6756.752769265567,PC_PRYENRGSUPPLY,23.76,1.872159118234212,16539118.916666666,33693442.583333336,0.7414166666666666,9487.648903061121,NA
PHL,2013,271836123723.678,Philippines,Asia,41205244,98871552,0.621307127832729,0.685,2749.386635740056,PC_PRYENRGSUPPLY,38.57,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
PLW,2013,225345700,Palau,Oceania,NA,17606,NA,0.78,12799.369533113711,NA,NA,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
PNG,2013,21261305413.2323,Papua New Guinea,Oceania,2338512,7788379,0.976299461828539,0.534,2729.8755508986274,NA,NA,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
POL,2013,524234322596.975,Poland,Europe,18282999,38040196,2.5789336012419493,0.85,13781.062605381292,PC_PRYENRGSUPPLY,8.77,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
PRT,2013,226073492966.495,Portugal,Europe,5297269,10457295,2.1922448668732493,0.837,21618.735338966242,PC_PRYENRGSUPPLY,24.75,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
PRY,2013,38585317742.981,Paraguay,South America,3184982,6510276,2.104381643981829,0.695,5926.83286284345,PC_PRYENRGSUPPLY,148.83,1.872159118234212,16539118.916666666,33693442.583333336,0.7414166666666666,9487.648903061121,NA
PSE,2013,12476000000,"Palestine, State of",Asia,1043132,4076708,NA,0.679,3060.3123893101983,NA,NA,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
QAT,2013,198727747252.747,Qatar,Asia,1748064,2336574,7.513134073613502,0.854,85050.91097168205,PC_PRYENRGSUPPLY,0,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
ROU,2013,190949066979.176,Romania,Europe,9173307,19983693,1.6433181961180012,0.8,9555.244217331401,PC_PRYENRGSUPPLY,17.4,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
RUS,2013,2297128039058.16,Russian Federation,Europe,75469647,143506911,3.3419940211686603,0.804,16007.08999344401,PC_PRYENRGSUPPLY,2.57,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
RUS,2013,2297128039058.16,Russian Federation,Asia,75469647,143506911,3.3419940211686603,0.804,16007.08999344401,PC_PRYENRGSUPPLY,2.57,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
RWA,2013,7621923307.70325,Rwanda,Africa,5386107,10811543,0.4955840951842536,0.503,704.9801594188036,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
SAU,2013,746647127413.333,Saudi Arabia,Asia,11910017,30052518,3.4683863888737645,0.844,24844.74437094865,PC_PRYENRGSUPPLY,0,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
SDN,2013,72065940085.772,Sudan,Africa,10132361,37072550,0.7000972911073289,0.475,1943.9164580200716,PC_PRYENRGSUPPLY,68.12,NA,NA,NA,0.527530612244898,NA,NA
SEN,2013,18960182371.3937,Senegal,Africa,3679109,13782420,0.668553465411869,0.481,1375.6787539048803,PC_PRYENRGSUPPLY,47.38,NA,NA,NA,0.527530612244898,NA,NA
SGP,2013,307576360584.992,Singapore,Asia,3163417,5399162,3.9644195064235856,0.923,56967.42579403841,PC_PRYENRGSUPPLY,1.33,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
SLB,2013,1129787201.75701,Solomon Islands,Oceania,243283,571335,NA,0.539,1977.4514107432767,NA,NA,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
SLE,2013,4920343194.99339,Sierra Leone,Africa,2322089,6863980,0.6740986941982483,0.419,716.8353047347734,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
SLV,2013,21990970000,El Salvador,North America,2682083,6266070,1.1129714744729111,0.671,3509.5314926261594,PC_PRYENRGSUPPLY,51.69,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
SRB,2013,48394238300.4008,Serbia,Europe,3116060,7164132,1.8371832283962277,0.771,6755.0735107059445,PC_PRYENRGSUPPLY,12.97,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
STP,2013,302925488.131749,Sao Tome and Principe,Africa,64474,192087,1.0060938943157827,0.56,1577.0223291099812,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
SUR,2013,5145757575.75758,Suriname,South America,204298,547291,2.4024329424262683,0.715,9402.233136955623,NA,NA,1.872159118234212,16539118.916666666,33693442.583333336,0.7414166666666666,9487.648903061121,NA
SVK,2013,98478349315.3252,Slovakia,Europe,2718415,5413393,2.647966011538492,0.844,18191.612786162983,PC_PRYENRGSUPPLY,8.31,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
SVN,2013,48116256926.0807,Slovenia,Europe,1012454,2059953,2.7601266390259807,0.885,23357.939198651962,PC_PRYENRGSUPPLY,17.23,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
SWE,2013,579360671663.959,Sweden,Europe,5099246,9600379,3.653550571433738,0.912,60347.68748858342,PC_PRYENRGSUPPLY,34.57,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
SYC,2013,1328157608.83087,Seychelles,Africa,NA,89949,NA,0.779,14765.6739800428,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
SYR,2013,NA,Syrian Arab Republic,Asia,5404372,19584274,0.9490355733420532,0.572,NA,PC_PRYENRGSUPPLY,2.27,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
TCD,2013,12949854262.8127,Chad,Africa,4876327,13220424,0.9307301177270844,0.397,979.5339591841155,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
TGO,2013,4320427495.74933,Togo,Africa,3118206,6954721,0.6307187714322686,0.472,621.222259778549,PC_PRYENRGSUPPLY,80.11,NA,NA,NA,0.527530612244898,NA,NA
THA,2013,420333333333.333,Thailand,Asia,39238140,68144501,1.5757757307006979,0.728,6168.2648954070855,PC_PRYENRGSUPPLY,18.62,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
TJK,2013,8448469837.53831,Tajikistan,Asia,2256587,8059769,0.552049227350096,0.646,1048.2272925611528,PC_PRYENRGSUPPLY,56.44,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
TKM,2013,39197543859.6491,Turkmenistan,Asia,2437884,5366375,3.230865941066851,0.692,7304.287132309818,PC_PRYENRGSUPPLY,0.03,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
TLS,2013,5637671696.36367,Timor-Leste,Asia,274262,1153295,0.4402113588883161,0.614,4888.3171229942645,NA,NA,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
TON,2013,450686353.674011,Tonga,Oceania,38479,101768,1.6229364110289817,0.716,4428.566481349844,NA,NA,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
TTO,2013,27110262285.4127,Trinidad and Tobago,North America,669404,1353700,4.439534451647442,0.779,20026.787534470488,PC_PRYENRGSUPPLY,0.07,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
TUN,2013,46251061734.4741,Tunisia,Africa,3956095,10952951,1.2905136429734474,0.723,4222.70324540611,PC_PRYENRGSUPPLY,11.06,NA,NA,NA,0.527530612244898,NA,NA
TUR,2013,950579413122.56,Turkey,Europe,27849926,75928564,1.9552396897089976,0.771,12519.391425900798,PC_PRYENRGSUPPLY,11.19,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
TUR,2013,950579413122.56,Turkey,Asia,27849926,75928564,1.9552396897089976,0.771,12519.391425900798,PC_PRYENRGSUPPLY,11.19,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
TZA,2013,45680532613.7591,Tanzania (United Republic of),Africa,22527844,48482266,NA,0.507,942.2111708590334,PC_PRYENRGSUPPLY,85.1,NA,NA,NA,0.527530612244898,NA,NA
UGA,2013,24599550623.7254,Uganda,Africa,13062215,35695246,0.6961581765821339,0.496,689.1548141656007,NA,NA,NA,NA,NA,0.527530612244898,NA,NA
UKR,2013,183310146378.081,Ukraine,Europe,21540098,45489600,1.927087533758172,0.745,4029.715503721312,PC_PRYENRGSUPPLY,2.73,NA,NA,18379313.36956522,0.8460217391304348,32360.730076029155,NA
URY,2013,57531233350.9101,Uruguay,South America,1726551,3389439,1.9589352357376064,0.797,16973.674213021714,PC_PRYENRGSUPPLY,47.49,1.872159118234212,16539118.916666666,33693442.583333336,0.7414166666666666,9487.648903061121,NA
USA,2013,16784849190000,United States of America,North America,158831064,316057727,5.006492549262439,0.916,53106.90977031547,PC_PRYENRGSUPPLY,6.79,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
UZB,2013,57690770140.2657,Uzbekistan,Asia,14012086,30243200,1.2433044300306046,0.69,1907.5617044580501,PC_PRYENRGSUPPLY,2.32,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
VCT,2013,721208998.225378,Saint Vincent and the Grenadines,North America,56124,108622,NA,0.721,6639.6217913993305,NA,NA,NA,NA,24035505.43478261,0.7346956521739131,12957.950889926018,NA
VEN,2013,371005379786.566,"Venezuela, Bolivarian Republic of",South America,13584587,29783571,1.969040013436715,0.776,12456.7124535391,PC_PRYENRGSUPPLY,11.53,1.872159118234212,16539118.916666666,33693442.583333336,0.7414166666666666,9487.648903061121,NA
VNM,2013,171222025117.381,Viet Nam,Asia,54174839,90753472,1.0149654419918863,0.675,1886.6718963367155,PC_PRYENRGSUPPLY,31.85,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
VUT,2013,801787555.861121,Vanuatu,Oceania,111112,256635,NA,0.597,3124.2330775658857,NA,NA,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
WSM,2013,804808525.537223,Samoa,Oceania,37993,190717,1.5622792355781099,0.7,4219.909738183922,NA,NA,NA,NA,3135983.8333333335,0.6965833333333333,13452.008817251039,NA
YEM,2013,40415233436.1767,Yemen,Asia,5523262,25147109,0.5980871900717327,0.507,1607.152274886815,PC_PRYENRGSUPPLY,1.35,NA,42410947.583333336,91614588.04166667,0.7165208333333334,NA,NA
ZAF,2013,366643223167.031,South Africa,Africa,20164666,53689236,2.021164974192103,0.675,6828.989393088607,PC_PRYENRGSUPPLY,11.08,NA,NA,NA,0.527530612244898,NA,NA
ZMB,2013,28045460442.1876,Zambia,Africa,5980615,14926504,0.6039829292557647,0.574,1878.9034888670246,PC_PRYENRGSUPPLY,90.37,NA,NA,NA,0.527530612244898,NA,NA
ZWE,2013,19091020000,Zimbabwe,Africa,6399061,13350356,0.6736172939560008,0.516,1430.000817955716,PC_PRYENRGSUPPLY,69.4,NA,NA,NA,0.527530612244898,NA,NA
AFG,2014,20484873230.2111,Afghanistan,Asia,11752833,33370794,0.4537710316889136,0.491,613.8563328823133,NA,NA,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
AGO,2014,145712200312.505,Angola,Africa,11084705,26941779,1.0711307104506438,0.564,5408.410495554322,PC_PRYENRGSUPPLY,51.72,NA,NA,NA,0.5331020408163265,NA,NA
ALB,2014,13228247844.1247,Albania,Europe,1268612,2889104,1.223503699851712,0.773,4578.667934461584,PC_PRYENRGSUPPLY,27.29,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
AND,2014,3350736367.25488,Andorra,Europe,NA,79213,NA,0.853,42300.33412766692,NA,NA,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
ARE,2014,403137100068.073,United Arab Emirates,Asia,6649434,9214175,6.142625258524915,0.855,43751.83888607206,PC_PRYENRGSUPPLY,0.18,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
ARG,2014,526319673731.638,Argentina,South America,19062763,42669500,2.2524180973227805,0.82,12334.798245389282,PC_PRYENRGSUPPLY,8.75,1.78663973262093,16732535.666666666,34022655.333333336,0.74575,9655.316437672125,NA
ARM,2014,11609512939.7543,Armenia,Europe,1411723,2912403,1.2371015827524015,0.745,3986.231623767143,PC_PRYENRGSUPPLY,6.95,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
ARM,2014,11609512939.7543,Armenia,Asia,1411723,2912403,1.2371015827524015,0.745,3986.231623767143,PC_PRYENRGSUPPLY,6.95,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
ASM,2014,643000000,Samoa,Oceania,NA,55791,1.7200502830865285,0.703,11525.156387230916,NA,NA,NA,NA,3186086.6666666665,0.6990833333333333,13275.366248912931,NA
ATG,2014,1275576777.77778,Antigua and Barbuda,North America,NA,92562,2.4262556718230135,0.77,13780.782370495237,NA,NA,NA,NA,24263924.260869566,0.739,13236.124545842073,NA
AUS,2014,1467483705131.74,Australia,Oceania,12331873,23475686,4.051900771165091,0.933,62510.7911705643,PC_PRYENRGSUPPLY,6.53,NA,NA,3186086.6666666665,0.6990833333333333,13275.366248912931,NA
AUT,2014,441996131736.508,Austria,Europe,4412800,8546356,3.614664284290986,0.901,51717.495940551504,PC_PRYENRGSUPPLY,30.44,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
AZE,2014,75244294275.1498,Azerbaijan,Europe,4791218,9535079,1.299405127404717,0.758,7891.313147499858,PC_PRYENRGSUPPLY,1.63,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
AZE,2014,75244294275.1498,Azerbaijan,Asia,4791218,9535079,1.299405127404717,0.758,7891.313147499858,PC_PRYENRGSUPPLY,1.63,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
BDI,2014,2705783272.07443,Burundi,Africa,4197943,9844297,0.39484791172122924,0.421,274.857947913846,NA,NA,NA,NA,NA,0.5331020408163265,NA,NA
BEL,2014,530808391525.11,Belgium,Europe,4983423,11209057,4.15191520781417,0.909,47355.31200573875,PC_PRYENRGSUPPLY,6.36,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
BEN,2014,9707432015.61441,Benin,Africa,4142799,10286842,0.8419720248863968,0.505,943.674649189169,PC_PRYENRGSUPPLY,53.41,NA,NA,NA,0.5331020408163265,NA,NA
BFA,2014,12377391462.6377,Burkina Faso,Africa,6360004,17586017,0.7828516955310456,0.405,703.8200555951754,NA,NA,NA,NA,NA,0.5331020408163265,NA,NA
BGD,2014,172885454931.453,Bangladesh,Asia,61288304,154520167,0.48393121771664666,0.583,1118.8536634926947,PC_PRYENRGSUPPLY,26.23,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
BGR,2014,56814543481.2102,Bulgaria,Europe,3360446,7223938,1.9860929771849043,0.797,7864.760672255244,PC_PRYENRGSUPPLY,9.97,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
BHR,2014,33387712765.9575,Bahrain,Asia,758571,1336075,5.378635461501316,0.81,24989.400120470407,PC_PRYENRGSUPPLY,0,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
BHS,2014,10957300000,Bahamas,North America,209180,370633,2.461582355956682,0.807,29563.746347465014,NA,NA,NA,NA,24263924.260869566,0.739,13236.124545842073,NA
BIH,2014,18558343508.3435,Bosnia and Herzegovina,Europe,1385883,3482104,1.9936322383916065,0.754,5329.635044887659,PC_PRYENRGSUPPLY,25.6,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
BLR,2014,78813839984.3506,Belarus,Europe,5107195,9474511,2.867079841058215,0.807,8318.5126899267525,PC_PRYENRGSUPPLY,5.2,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
BLZ,2014,1692955750,Belize,North America,159588,353366,NA,0.706,4790.941262034265,NA,NA,NA,NA,24263924.260869566,0.739,13236.124545842073,NA
BOL,2014,32996188133.1404,Bolivia,South America,5125444,10706517,1.870717885974433,0.675,3081.8788344650648,PC_PRYENRGSUPPLY,14.8,1.78663973262093,16732535.666666666,34022655.333333336,0.74575,9655.316437672125,NA
BRA,2014,2455994050148.75,Brazil,South America,100015727,202763735,1.8615546670378895,0.752,12112.59030195291,PC_PRYENRGSUPPLY,38.58,1.78663973262093,16732535.666666666,34022655.333333336,0.74575,9655.316437672125,NA
BRB,2014,4608350000,Barbados,North America,151268,284825,2.179743597068389,0.796,16179.583955060125,NA,NA,NA,NA,24263924.260869566,0.739,13236.124545842073,NA
BRN,2014,17098342541.4365,Brunei Darussalam,Asia,204133,409769,3.471178528919551,0.853,41726.783972034245,PC_PRYENRGSUPPLY,0,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
BTN,2014,1976938529.72743,Bhutan,Asia,333203,719056,2.710344793297289,0.599,2749.3526647819226,NA,NA,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
BWA,2014,16250750259.0212,Botswana,Africa,970975,2088614,1.5456374366364833,0.701,7780.6383846039525,PC_PRYENRGSUPPLY,19.98,NA,NA,NA,0.5331020408163265,NA,NA
CAF,2014,1904794555.18138,Central African Republic,Africa,1778109,4464175,0.701413346092013,0.349,426.6845621377702,NA,NA,NA,NA,NA,0.5331020408163265,NA,NA
CAN,2014,1801480123070.82,Canada,North America,19543179,35437435,4.661197006320749,0.918,50835.511178244706,PC_PRYENRGSUPPLY,17.91,NA,NA,24263924.260869566,0.739,13236.124545842073,NA
CHE,2014,709182559935.301,Switzerland,Europe,4742379,8188649,2.9235184194185737,0.939,86605.56337624205,PC_PRYENRGSUPPLY,21.1,NA,NA,18454277.43478261,0.8493478260869566,33018.04265828828,NA
CHL,2014,260541637327.864,Chile,South America,8746109,17758959,2.39900552358181,0.833,14670.997175446151,PC_PRYENRGSUPPLY,26.45,1.78663973262093,16732535.666666666,34022655.333333336,0.74575,9655.316437672125,NA
CHN,2014,10438529153237.6,China,Asia,783840531,1364270000,2.213265945522303,0.738,7651.366044285662,PC_PRYENRGSUPPLY,11.24,NA,42891002.354166664,92528939.83333333,0.7202916666666667,NA,NA
CIV,2014,35316494573.681,Cote d'Ivoire,Africa,7564987,22647683,NA,0.465,1559.3866522098972,PC_PRYENRGSUPPLY,74.05,NA,NA,NA,0.5331020408163265,NA,NA
CMR,2014,34942948737.3967,Cameroon,Africa,9798076,22681858,0.7829655507566425,0.543,1540.5681817334673,PC_PRYENRGSUPPLY,70.14,NA,NA,NA,0.5331020408163265,NA,NA
COD,2014,35909040265.9532,Congo,Africa,25294313,73767447,0.6679735052678576,0.595,486.7870819218293,PC_PRYENRGSUPPLY,94.32,NA,NA,NA,0.5331020408163265,NA,NA
COL,2014,381112119657.445,Colombia,South America,24825646,46969209,1.1986819316779271,0.738,8114.0842643836095,PC_PRYENRGSUPPLY,23.52,1.78663973262093,16732535.666666666,34022655.333333336,0.74575,9655.316437672125,NA
COM,2014,1148058015.47633,Comoros,Africa,196422,759390,0.5531986278331632,0.501,1511.8160832725346,NA,NA,NA,NA,NA,0.5331020408163265,NA,NA
CPV,2014,1859898513.26858,Cabo Verde,Africa,245821,518269,0.9610220105533271,0.644,3588.674053953796,NA,NA,NA,NA,NA,0.5331020408163265,NA,NA
